run,seconds
0,0.019538
0,0.019964
0,0.017537
0,0.019485
0,0.017416
0,0.021258
0,0.019573
0,0.018806
0,0.018821
0,0.019307
0,0.019814
0,0.017411
0,0.021800
0,0.018033
0,0.025906
0,0.020062
0,0.018993
0,0.020827
0,0.019048
0,0.023316
0,0.024577
0,0.025539
0,0.020754
0,0.023011
0,0.023878
0,0.022861
0,0.020056
0,0.025596
0,0.020386
0,0.020257
0,0.022650
0,0.019462
0,0.025850
0,0.020202
0,0.016947
0,0.018599
0,0.018224
0,0.021615
0,0.018267
0,0.029009
0,0.025893
0,0.019897
0,0.015906
0,0.018409
0,0.018561
0,0.019317
0,0.019215
0,0.016562
0,0.016487
0,0.019064
0,0.020614
0,0.016682
0,0.026010
0,0.019698
0,0.018400
0,0.018326
0,0.018215
0,0.019796
0,0.017287
0,0.022947
0,0.021895
0,0.017182
0,0.017574
0,0.018706
0,0.016738
0,0.022992
0,0.020264
0,0.021751
0,0.024126
0,0.023293
0,0.019602
0,0.017560
0,0.027715
0,0.017582
0,0.018384
0,0.018544
0,0.017747
0,0.018504
0,0.022929
0,0.028803
0,0.021084
0,0.019067
0,0.018019
0,0.018792
0,0.018002
0,0.018962
0,0.017692
0,0.019620
0,0.017574
0,0.018443
0,0.019936
0,0.020051
0,0.026029
0,0.021791
0,0.023137
0,0.021599
0,0.018483
0,0.024363
0,0.024478
0,0.023705
0,0.018631
0,0.017937
0,0.016120
0,0.016494
0,0.019472
0,0.019309
0,0.015950
0,0.018428
0,0.019559
0,0.028786
0,0.024663
0,0.022702
0,0.021137
0,0.018218
0,0.021289
0,0.021092
0,0.018329
0,0.019080
0,0.018526
0,0.022164
0,0.018690
0,0.017320
0,0.020348
0,0.019550
0,0.023396
0,0.019219
0,0.017588
0,0.018456
0,0.017473
0,0.020160
0,0.023108
0,0.032107
0,0.024912
0,0.019071
0,0.019696
0,0.017394
0,0.016232
0,0.018557
0,0.018751
0,0.018766
0,0.018036
0,0.020079
0,0.031410
0,0.023066
0,0.020693
0,0.017989
0,0.016608
0,0.018883
0,0.017028
0,0.020159
0,0.019561
0,0.027935
0,0.018606
0,0.018340
0,0.020282
0,0.019734
0,0.019297
0,0.017376
0,0.019145
0,0.023849
0,0.024500
0,0.022818
0,0.022722
0,0.020643
0,0.018907
0,0.016208
0,0.018575
0,0.017949
0,0.017670
0,0.020708
0,0.027335
0,0.037594
0,0.021815
0,0.018516
0,0.020485
0,0.016880
0,0.018526
0,0.017238
0,0.018269
0,0.017294
0,0.016814
0,0.019163
0,0.020821
0,0.025948
0,0.021279
0,0.016736
0,0.016788
0,0.018869
0,0.020686
0,0.018576
0,0.019544
0,0.026244
0,0.023831
0,0.023229
0,0.021998
0,0.022120
0,0.022921
0,0.022425
0,0.017819
0,0.019858
0,0.017195
0,0.023710
0,0.027692
0,0.024103
0,0.018798
0,0.018513
0,0.018243
0,0.018680
0,0.018142
0,0.017900
0,0.026289
0,0.024041
0,0.018339
0,0.016580
0,0.017203
0,0.016867
0,0.020872
0,0.018752
0,0.018085
0,0.019240
0,0.016914
0,0.020648
0,0.020304
0,0.017186
0,0.017703
0,0.019981
0,0.019276
0,0.020985
0,0.018929
0,0.019010
0,0.027009
0,0.018416
0,0.020450
0,0.017081
0,0.019083
0,0.023276
0,0.023938
0,0.024475
0,0.019977
0,0.020988
0,0.016934
0,0.019465
0,0.020337
0,0.018221
0,0.024489
0,0.024336
0,0.022624
0,0.020795
0,0.018091
0,0.026026
0,0.020644
0,0.025291
0,0.018571
0,0.019353
0,0.019090
0,0.018069
0,0.024274
0,0.024044
0,0.017420
0,0.018156
0,0.018944
0,0.022290
0,0.027720
0,0.021202
0,0.019551
0,0.018850
0,0.020259
0,0.020923
0,0.026896
0,0.022331
0,0.024814
0,0.018838
0,0.018194
0,0.019655
0,0.018340
0,0.020408
0,0.019183
0,0.016491
0,0.021084
0,0.027939
0,0.025690
0,0.018409
0,0.015917
0,0.017669
0,0.016943
0,0.019650
0,0.017890
0,0.016511
0,0.021950
0,0.023065
0,0.020298
0,0.023030
0,0.023971
0,0.023509
0,0.017445
0,0.019843
0,0.017562
0,0.017162
0,0.018026
0,0.017560
0,0.021466
0,0.021202
0,0.017043
0,0.017156
0,0.018933
0,0.017215
0,0.019627
0,0.017388
0,0.016810
0,0.031184
0,0.027917
0,0.022763
0,0.021188
0,0.021743
0,0.016324
0,0.020392
0,0.017555
0,0.017758
0,0.015917
0,0.019070
0,0.023341
0,0.026335
0,0.023630
0,0.019787
0,0.017267
0,0.021534
0,0.017902
0,0.017916
0,0.029492
0,0.020113
0,0.019192
0,0.019529
0,0.019346
0,0.019089
0,0.019483
0,0.020029
0,0.017067
0,0.022312
0,0.023077
0,0.026990
0,0.019705
0,0.018115
0,0.016527
0,0.016705
0,0.019870
0,0.018903
0,0.016521
0,0.023813
0,0.040837
0,0.022840
